id,xxx,gene
1,XXX,A_100 100
10,XXX,B_91 91
100,XXX,D_72 72
1000,XXX,H_44 44
10000,XXX,P_25 25
100000,XXX,AD_19 19
1000000,XXX,AV_12 12
10000000,XXX,BV_11 11
100000000,XXX,CZ_9 9
1000000000,XXX,AQ_1 1
10000000000,XXX,BG_1 1
10000001,XXX,FK_2 2
100000010,XXX,CH_8 8
1000000100,XXX,DV_1 1
10000001000,XXX,GO_1 1
100001,XXX,AE_6 6
1000010,XXX,BA_3 3
10000100,XXX,BF_3 3
100001000,XXX,AJ_9 9
10000101,XXX,M_2 2
100001010,XXX,BR_1 1
1000010100,XXX,FE_1 1
10000101000,XXX,FU_1 1
10000102,XXX,EI_1 1
1000011,XXX,FF_2 2
10001,XXX,Q_19 19
100010,XXX,AZ_14 14
1000100,XXX,CD_11 11
10001000,XXX,AF_17 17
100010000,XXX,AH_10 10
100010001,XXX,EL_6 6
1000100010,XXX,DH_7 7
10001000100,XXX,EG_2 2
100010001000,XXX,BH_6 6
10001000101,XXX,FZ_1 1
100010001010,XXX,FW_1 1
1000100010100,XXX,BI_3 3
1000100010101,XXX,BY_1 1
10001000101010,XXX,CV_2 2
100010001010100,XXX,EJ_3 3
1000100010101000,XXX,DE_1 1
1000100010102,XXX,FP_1 1
10001000101020,XXX,EC_1 1
10001001,XXX,AA_1 1
100010010,XXX,K_4 4
1000100100,XXX,CF_2 2
10001002,XXX,EO_1 1
100010020,XXX,AX_4 4
100010021,XXX,AP_2 2
1000100210,XXX,FX_3 3
1000100211,XXX,X_2 2
10001002110,XXX,CJ_2 2
100010021100,XXX,BX_6 6
1000101,XXX,BD_9 9
10001010,XXX,BQ_1 1
100010100,XXX,AN_4 4
100010101,XXX,GQ_1 1
1000102,XXX,BO_1 1
100011,XXX,DL_1 1
1000110,XXX,BT_1 1
10001100,XXX,FT_1 1
10002,XXX,GI_2 2
100020,XXX,AO_2 2
1000200,XXX,DB_5 5
1000201,XXX,FR_4 4
1001,XXX,I_28 28
10010,XXX,R_14 14
100100,XXX,DN_6 6
10011,XXX,EB_1 1
100110,XXX,EF_7 7
1001100,XXX,DA_2 2
1002,XXX,AW_7 7
10020,XXX,U_6 6
100200,XXX,FB_5 5
1002000,XXX,CN_2 2
100201,XXX,BZ_2 2
10021,XXX,DI_4 4
100210,XXX,CT_3 3
1002100,XXX,AR_1 1
101,XXX,E_19 19
1010,XXX,J_15 15
10100,XXX,T_9 9
101000,XXX,AL_7 7
1010000,XXX,BM_3 3
101001,XXX,CM_2 2
101002,XXX,FA_1 1
1010020,XXX,BL_4 4
10100200,XXX,AM_2 2
10100201,XXX,GJ_2 2
10101,XXX,CW_1 1
101010,XXX,FJ_4 4
11,XXX,C_9 9
110,XXX,F_5 5
12,XXX,FC_2 2
120,XXX,AI_4 4
1200,XXX,S_14 14
1201,XXX,DQ_1 1
12010,XXX,DT_1 1
121,XXX,DZ_2 2
1210,XXX,V_3 3
1211,XXX,ES_2 2
12110,XXX,L_3 3
12111,XXX,BW_1 1
121110,XXX,DD_1 1
